ledger_entry_id,invoice_id,vendor_id,vendor_name,posting_date,transaction_type,amount,currency,reference,gl_account,cost_center,description,status
LED-0001284,INV-2026-001506,V0027,Pioneer Solutions Incorporated,2026-04-22,PAYMENT,737.54,USD,INV-2026-001506,2020-AP-SERVICES,LOG,Payment against INV-2026-001506,POSTED
LED-0001366,INV-2026-001598,V0081,Nova Textiles Corporation,2026-04-22,PAYMENT,15945.42,GBP,INV-2026-001598,2010-AP-TRADE,HR,Payment against INV-2026-001598,POSTED
LED-0001467,INV-2026-001718,V0064,Redwood Textiles Limited,2026-04-22,PAYMENT,5725.44,USD,INV-2026-001718,2010-AP-TRADE,MKT,Payment against INV-2026-001718,POSTED
LED-0001687,INV-2026-001982,V0002,Zenith Consulting Limited,2026-04-22,PAYMENT,10867.54,USD,INV-2026-001982,2020-AP-SERVICES,FIN,Payment against INV-2026-001982,POSTED
LED-0001800,,V0083,Metro Engineering Limited,2026-04-22,REVERSAL,1587.87,USD,JRN-001800,6990-ADJUSTMENTS,HR,Reversal entry,POSTED
LED-0000039,INV-2026-000048,V0061,Silverline Services Limited,2026-04-23,PAYMENT,2995.48,EUR,INV-2026-000048,2000-AP,OPS,Payment against INV-2026-000048,POSTED
LED-0000185,INV-2026-000218,V0061,Silverline Services Limited,2026-04-23,PAYMENT,6340.89,USD,INV-2026-000218,2010-AP-TRADE,IT,Payment against INV-2026-000218,POSTED
LED-0000611,INV-2026-000729,V0059,Seacrest Solutions Limited,2026-04-23,PAYMENT,22317.57,USD,INV-2026-000729,2000-AP,PROC,Payment against INV-2026-000729,POSTED
LED-0000663,INV-2026-000788,V0067,Unity Foods Corporation,2026-04-23,PAYMENT,5137.13,USD,INV-2026-000788,2020-AP-SERVICES,PROC,Payment against INV-2026-000788,POSTED
LED-0000681,INV-2026-000808,V0081,Nova Textiles Corporation,2026-04-23,PAYMENT,1754.77,EUR,INV-2026-000808,2020-AP-SERVICES,PROC,Payment against INV-2026-000808,POSTED
LED-0000702,INV-2026-000830,V0014,Delta Foods Corporation,2026-04-23,PAYMENT,2043.21,USD,INV-2026-000830,2000-AP,PROC,Payment against INV-2026-000830,POSTED
LED-0000749,INV-2026-000884,V0072,Westbridge Logistics Limited,2026-04-23,PAYMENT,17064.08,EUR,INV-2026-000884,2020-AP-SERVICES,LOG,Payment against INV-2026-000884,POSTED
LED-0000776,INV-2026-000913,V0081,Nova Textiles Corporation,2026-04-23,PAYMENT,21173.15,USD,INV-2026-000913,2000-AP,HR,Payment against INV-2026-000913,POSTED
LED-0000881,INV-2026-001034,V0059,Seacrest Solutions Limited,2026-04-23,PAYMENT,1887207.57,LKR,INV-2026-001034,2020-AP-SERVICES,HR,Payment against INV-2026-001034,POSTED
LED-0000991,INV-2026-001153,V0059,Seacrest Solutions Limited,2026-04-23,PAYMENT,16820.48,USD,INV-2026-001153,2000-AP,LOG,Payment against INV-2026-001153,POSTED
LED-0001123,INV-2026-001307,V0005,Nova Logistics Limited,2026-04-23,PAYMENT,966178.84,LKR,INV-2026-001307,2010-AP-TRADE,PROC,Payment against INV-2026-001307,POSTED
LED-0001463,INV-2026-001714,V0089,Pioneer Supplies Limited,2026-04-23,PAYMENT,827086.74,LKR,INV-2026-001714,2020-AP-SERVICES,IT,Payment against INV-2026-001714,POSTED
LED-0001570,INV-2026-001842,V0050,Keystone Trading Corporation,2026-04-23,PAYMENT,18011.41,USD,INV-2026-001842,2010-AP-TRADE,IT,Payment against INV-2026-001842,POSTED
LED-0001784,,V0040,Summit Textiles Incorporated,2026-04-23,REVERSAL,684.32,USD,JRN-001784,6200-ADMIN,IT,Vendor balance adjustment,POSTED
LED-0000168,INV-2026-000197,V0065,Pioneer Industries Incorporated,2026-04-24,PAYMENT,3346.99,EUR,INV-2026-000197,2020-AP-SERVICES,PROC,Payment against INV-2026-000197,POSTED
LED-0000172,INV-2026-000202,V0049,Seacrest Consulting Incorporated,2026-04-24,PAYMENT,22180.27,GBP,INV-2026-000202,2000-AP,MKT,Payment against INV-2026-000202,POSTED
LED-0000259,INV-2026-000306,V0074,Crescent Supplies Corporation,2026-04-24,PAYMENT,13505.72,EUR,INV-2026-000306,2010-AP-TRADE,MKT,Payment against INV-2026-000306,POSTED
LED-0000262,INV-2026-000309,V0064,Redwood Textiles Limited,2026-04-24,PAYMENT,1597047.74,LKR,INV-2026-000309,2020-AP-SERVICES,IT,Payment against INV-2026-000309,POSTED
LED-0000279,INV-2026-000330,V0076,Royal Services Incorporated,2026-04-24,PAYMENT,803.28,EUR,INV-2026-000330,2000-AP,LOG,Payment against INV-2026-000330,POSTED
LED-0000610,INV-2026-000727,V0024,Unity Foods Limited,2026-04-24,PAYMENT,874.39,GBP,INV-2026-000727,2010-AP-TRADE,OPS,Payment against INV-2026-000727,POSTED
LED-0000854,INV-2026-001006,V0082,Redwood Logistics Incorporated,2026-04-24,PAYMENT,8558.47,GBP,INV-2026-001006,2000-AP,HR,Payment against INV-2026-001006,POSTED
LED-0001027,INV-2026-001194,V0004,Delta Solutions Incorporated,2026-04-24,PAYMENT,2099.03,USD,INV-2026-001194,2000-AP,OPS,Payment against INV-2026-001194,POSTED
LED-0001049,INV-2026-001218,V0066,Jade Pharma Incorporated,2026-04-24,PAYMENT,9145.96,GBP,INV-2026-001218,2020-AP-SERVICES,FIN,Payment against INV-2026-001218,POSTED
LED-0001283,INV-2026-001505,V0086,Orbit Supplies Limited,2026-04-24,PAYMENT,21095.66,USD,INV-2026-001505,2020-AP-SERVICES,MKT,Payment against INV-2026-001505,POSTED
LED-0001287,INV-2026-001509,V0027,Pioneer Solutions Incorporated,2026-04-24,PAYMENT,8838.31,USD,INV-2026-001509,2010-AP-TRADE,LOG,Payment against INV-2026-001509,POSTED
LED-0001314,INV-2026-001538,V0072,Westbridge Logistics Limited,2026-04-24,PAYMENT,12308.77,GBP,INV-2026-001538,2020-AP-SERVICES,FIN,Payment against INV-2026-001538,POSTED
LED-0001333,INV-2026-001562,V0011,Nova Engineering Corporation,2026-04-24,PAYMENT,16543.54,USD,INV-2026-001562,2000-AP,OPS,Payment against INV-2026-001562,POSTED
LED-0001495,INV-2026-001748,V0085,Royal Holdings Limited,2026-04-24,PAYMENT,354086.62,LKR,INV-2026-001748,2010-AP-TRADE,PROC,Payment against INV-2026-001748,POSTED
LED-0001538,INV-2026-001804,V0016,Zenith Holdings Incorporated,2026-04-24,PAYMENT,19356.29,USD,INV-2026-001804,2010-AP-TRADE,FIN,Payment against INV-2026-001804,POSTED
LED-0001651,INV-2026-001938,V0010,Silverline Systems Incorporated,2026-04-24,PAYMENT,19061.4,USD,INV-2026-001938,2010-AP-TRADE,OPS,Payment against INV-2026-001938,POSTED
LED-0001677,INV-2026-001969,V0017,Delta Pharma Limited,2026-04-24,PAYMENT,18620.55,GBP,INV-2026-001969,2020-AP-SERVICES,IT,Payment against INV-2026-001969,POSTED
LED-0000116,INV-2026-000137,V0084,Harbor Industries Limited,2026-04-25,PAYMENT,17612.02,USD,INV-2026-000137,2010-AP-TRADE,HR,Payment against INV-2026-000137,POSTED
LED-0000138,INV-2026-000160,V0041,Metro Foods Limited,2026-04-25,PAYMENT,2937.2,USD,INV-2026-000160,2020-AP-SERVICES,FIN,Payment against INV-2026-000160,POSTED
LED-0000247,INV-2026-000292,V0039,Zenith Consulting Incorporated,2026-04-25,PAYMENT,12094.18,EUR,INV-2026-000292,2000-AP,PROC,Payment against INV-2026-000292,POSTED
LED-0000307,INV-2026-000362,V0057,Keystone Packaging Limited,2026-04-25,PAYMENT,9918.42,GBP,INV-2026-000362,2000-AP,HR,Payment against INV-2026-000362,POSTED
LED-0000465,INV-2026-000552,V0025,Lanka Foods Limited,2026-04-25,PAYMENT,5977.18,GBP,INV-2026-000552,2000-AP,PROC,Payment against INV-2026-000552,POSTED
LED-0000763,INV-2026-000898,V0013,Delta Solutions Corporation,2026-04-25,PAYMENT,19302.9,USD,INV-2026-000898,2010-AP-TRADE,IT,Payment against INV-2026-000898,POSTED
LED-0000806,INV-2026-000947,V0023,Metro Consulting Corporation,2026-04-25,PAYMENT,16433.69,EUR,INV-2026-000947,2020-AP-SERVICES,OPS,Payment against INV-2026-000947,POSTED
LED-0000827,INV-2026-000975,V0033,BrightPath Logistics Corporation,2026-04-25,PAYMENT,9307.89,USD,INV-2026-000975,2010-AP-TRADE,OPS,Payment against INV-2026-000975,POSTED
LED-0001119,INV-2026-001303,V0085,Royal Holdings Limited,2026-04-25,PAYMENT,415909.1,LKR,INV-2026-001303,2020-AP-SERVICES,IT,Payment against INV-2026-001303,POSTED
LED-0001250,INV-2026-001469,V0029,Zenith Supplies Limited,2026-04-25,PAYMENT,3569.32,USD,INV-2026-001469,2010-AP-TRADE,FIN,Payment against INV-2026-001469,POSTED
LED-0001377,INV-2026-001611,V0042,Evergreen Packaging Limited,2026-04-25,PAYMENT,21289.81,USD,INV-2026-001611,2000-AP,HR,Payment against INV-2026-001611,POSTED
LED-0001540,INV-2026-001806,V0076,Royal Services Incorporated,2026-04-25,PAYMENT,2067.41,USD,INV-2026-001806,2020-AP-SERVICES,LOG,Payment against INV-2026-001806,POSTED
LED-0001688,INV-2026-001983,V0045,Nova Solutions Corporation,2026-04-25,PAYMENT,23415.87,USD,INV-2026-001983,2020-AP-SERVICES,MKT,Payment against INV-2026-001983,POSTED
LED-0001818,,V0001,Unity Trading Limited,2026-04-25,ACCRUAL,2827.83,USD,JRN-001818,6200-ADMIN,IT,Reversal entry,POSTED
LED-0000426,INV-2026-000505,V0031,Pioneer Supplies Incorporated,2026-04-26,PAYMENT,6940.76,EUR,INV-2026-000505,2000-AP,FIN,Payment against INV-2026-000505,POSTED
LED-0000518,INV-2026-000613,V0006,Crescent Industries Limited,2026-04-26,PAYMENT,16144.15,EUR,INV-2026-000613,2000-AP,FIN,Payment against INV-2026-000613,POSTED
LED-0000569,INV-2026-000671,V0059,Seacrest Solutions Limited,2026-04-26,PAYMENT,19525.78,GBP,INV-2026-000671,2000-AP,MKT,Payment against INV-2026-000671,POSTED
LED-0000688,INV-2026-000815,V0056,Silverline Technologies Incorporated,2026-04-26,PAYMENT,21497.1,USD,INV-2026-000815,2000-AP,FIN,Payment against INV-2026-000815,POSTED
LED-0000723,INV-2026-000854,V0009,Orbit Consulting Limited,2026-04-26,PAYMENT,2811.5,USD,INV-2026-000854,2020-AP-SERVICES,PROC,Payment against INV-2026-000854,POSTED
LED-0000839,INV-2026-000989,V0018,Royal Networks Incorporated,2026-04-26,PAYMENT,18010.25,GBP,INV-2026-000989,2000-AP,HR,Payment against INV-2026-000989,POSTED
LED-0000844,INV-2026-000996,V0067,Unity Foods Corporation,2026-04-26,PAYMENT,12640.08,USD,INV-2026-000996,2000-AP,FIN,Payment against INV-2026-000996,POSTED
LED-0001096,INV-2026-001276,V0081,Nova Textiles Corporation,2026-04-26,PAYMENT,1924.52,EUR,INV-2026-001276,2010-AP-TRADE,IT,Payment against INV-2026-001276,POSTED
LED-0001227,INV-2026-001438,V0003,Harbor Services Incorporated,2026-04-26,PAYMENT,14483.74,USD,INV-2026-001438,2000-AP,HR,Payment against INV-2026-001438,POSTED
LED-0001679,INV-2026-001971,V0001,Unity Trading Limited,2026-04-26,PAYMENT,15036.71,USD,INV-2026-001971,2010-AP-TRADE,HR,Payment against INV-2026-001971,POSTED
LED-0000135,INV-2026-000157,V0034,Metro Consulting Limited,2026-04-27,PAYMENT,12408.0,USD,INV-2026-000157,2010-AP-TRADE,LOG,Payment against INV-2026-000157,POSTED
LED-0000139,INV-2026-000161,V0016,Zenith Holdings Incorporated,2026-04-27,PAYMENT,2920.65,USD,INV-2026-000161,2010-AP-TRADE,MKT,Payment against INV-2026-000161,POSTED
LED-0000209,INV-2026-000247,V0051,Nova Systems Corporation,2026-04-27,PAYMENT,15329.34,GBP,INV-2026-000247,2000-AP,HR,Payment against INV-2026-000247,POSTED
LED-0000310,INV-2026-000366,V0065,Pioneer Industries Incorporated,2026-04-27,PAYMENT,785.8,GBP,INV-2026-000366,2000-AP,HR,Payment against INV-2026-000366,POSTED
LED-0000676,INV-2026-000803,V0057,Keystone Packaging Limited,2026-04-27,PAYMENT,20043.55,USD,INV-2026-000803,2010-AP-TRADE,MKT,Payment against INV-2026-000803,POSTED
LED-0001002,INV-2026-001166,V0074,Crescent Supplies Corporation,2026-04-27,PAYMENT,18040.6,EUR,INV-2026-001166,2020-AP-SERVICES,PROC,Payment against INV-2026-001166,POSTED
LED-0001016,INV-2026-001180,V0077,Pioneer Packaging Limited,2026-04-27,PAYMENT,21106.92,USD,INV-2026-001180,2020-AP-SERVICES,HR,Payment against INV-2026-001180,POSTED
LED-0001285,INV-2026-001507,V0009,Orbit Consulting Limited,2026-04-27,PAYMENT,13204.36,USD,INV-2026-001507,2020-AP-SERVICES,HR,Payment against INV-2026-001507,POSTED
LED-0001355,INV-2026-001586,V0009,Orbit Consulting Limited,2026-04-27,PAYMENT,3223.73,USD,INV-2026-001586,2010-AP-TRADE,IT,Payment against INV-2026-001586,POSTED
LED-0001426,INV-2026-001669,V0001,Unity Trading Limited,2026-04-27,PAYMENT,1438407.04,LKR,INV-2026-001669,2010-AP-TRADE,OPS,Payment against INV-2026-001669,POSTED
LED-0001694,INV-2026-001992,V0036,Unity Packaging Corporation,2026-04-27,PAYMENT,1630.76,EUR,INV-2026-001992,2000-AP,LOG,Payment against INV-2026-001992,POSTED
LED-0000206,INV-2026-000243,V0056,Silverline Technologies Incorporated,2026-04-28,PAYMENT,9746.52,USD,INV-2026-000243,2020-AP-SERVICES,FIN,Payment against INV-2026-000243,POSTED
LED-0000306,INV-2026-000361,V0040,Summit Textiles Incorporated,2026-04-28,PAYMENT,1399961.12,LKR,INV-2026-000361,2020-AP-SERVICES,OPS,Payment against INV-2026-000361,POSTED
LED-0000315,INV-2026-000373,V0009,Orbit Consulting Limited,2026-04-28,PAYMENT,7110.42,GBP,INV-2026-000373,2000-AP,PROC,Payment against INV-2026-000373,POSTED
LED-0000571,INV-2026-000674,V0056,Silverline Technologies Incorporated,2026-04-28,PAYMENT,2455.47,GBP,INV-2026-000674,2010-AP-TRADE,IT,Payment against INV-2026-000674,POSTED
LED-0000771,INV-2026-000907,V0041,Metro Foods Limited,2026-04-28,PAYMENT,1536639.48,LKR,INV-2026-000907,2010-AP-TRADE,OPS,Payment against INV-2026-000907,POSTED
LED-0000810,INV-2026-000952,V0041,Metro Foods Limited,2026-04-28,PAYMENT,3689.77,USD,INV-2026-000952,2010-AP-TRADE,IT,Payment against INV-2026-000952,POSTED
LED-0001259,INV-2026-001478,V0077,Pioneer Packaging Limited,2026-04-28,PAYMENT,4173.87,GBP,INV-2026-001478,2020-AP-SERVICES,OPS,Payment against INV-2026-001478,POSTED
LED-0001365,INV-2026-001597,V0048,Zenith Trading Incorporated,2026-04-28,PAYMENT,2936.39,USD,INV-2026-001597,2010-AP-TRADE,PROC,Payment against INV-2026-001597,POSTED
LED-0001392,INV-2026-001627,V0061,Silverline Services Limited,2026-04-28,PAYMENT,7070.68,USD,INV-2026-001627,2000-AP,FIN,Payment against INV-2026-001627,POSTED
LED-0001504,INV-2026-001758,V0030,Orbit Pharma Corporation,2026-04-28,PAYMENT,12380.98,EUR,INV-2026-001758,2010-AP-TRADE,FIN,Payment against INV-2026-001758,POSTED
LED-0001176,INV-2026-001375,V0036,Unity Packaging Corporation,2026-04-29,PAYMENT,15788.46,EUR,INV-2026-001375,2020-AP-SERVICES,LOG,Payment against INV-2026-001375,POSTED
LED-0001191,INV-2026-001392,V0003,Harbor Services Incorporated,2026-04-29,PAYMENT,4006.56,GBP,INV-2026-001392,2020-AP-SERVICES,IT,Payment against INV-2026-001392,POSTED
LED-0001252,INV-2026-001471,V0005,Nova Logistics Limited,2026-04-29,PAYMENT,11024.04,USD,INV-2026-001471,2010-AP-TRADE,HR,Payment against INV-2026-001471,POSTED
LED-0001422,INV-2026-001665,V0074,Crescent Supplies Corporation,2026-04-29,PAYMENT,22790.07,USD,INV-2026-001665,2010-AP-TRADE,LOG,Payment against INV-2026-001665,POSTED
LED-0001470,INV-2026-001721,V0049,Seacrest Consulting Incorporated,2026-04-29,PAYMENT,19681.92,EUR,INV-2026-001721,2000-AP,LOG,Payment against INV-2026-001721,POSTED
LED-0000052,INV-2026-000063,V0037,Seacrest Holdings Limited,2026-04-30,PAYMENT,850583.99,LKR,INV-2026-000063,2000-AP,OPS,Payment against INV-2026-000063,POSTED
LED-0000063,INV-2026-000075,V0012,Evergreen Industries Corporation,2026-04-30,PAYMENT,1215.54,USD,INV-2026-000075,2000-AP,MKT,Payment against INV-2026-000075,POSTED
LED-0000373,INV-2026-000436,V0043,Silverline Logistics Limited,2026-04-30,PAYMENT,5132.1,USD,INV-2026-000436,2020-AP-SERVICES,MKT,Payment against INV-2026-000436,POSTED
LED-0000563,INV-2026-000665,V0035,Global Engineering Limited,2026-04-30,PAYMENT,17355.65,USD,INV-2026-000665,2000-AP,MKT,Payment against INV-2026-000665,POSTED
LED-0001065,INV-2026-001238,V0087,Orbit Trading Limited,2026-04-30,PAYMENT,12778.84,USD,INV-2026-001238,2010-AP-TRADE,IT,Payment against INV-2026-001238,POSTED
LED-0001094,INV-2026-001274,V0010,Silverline Systems Incorporated,2026-04-30,PAYMENT,17265.7,GBP,INV-2026-001274,2000-AP,MKT,Payment against INV-2026-001274,POSTED
LED-0001222,INV-2026-001433,V0011,Nova Engineering Corporation,2026-04-30,PAYMENT,8086.7,USD,INV-2026-001433,2010-AP-TRADE,PROC,Payment against INV-2026-001433,POSTED
LED-0001271,INV-2026-001492,V0082,Redwood Logistics Incorporated,2026-04-30,PAYMENT,8061.81,EUR,INV-2026-001492,2010-AP-TRADE,FIN,Payment against INV-2026-001492,POSTED
LED-0001297,INV-2026-001519,V0019,Titan Foods Incorporated,2026-04-30,PAYMENT,8757.81,EUR,INV-2026-001519,2010-AP-TRADE,IT,Payment against INV-2026-001519,POSTED
LED-0001444,INV-2026-001691,V0039,Zenith Consulting Incorporated,2026-04-30,PAYMENT,686572.64,LKR,INV-2026-001691,2020-AP-SERVICES,PROC,Payment against INV-2026-001691,POSTED
LED-0001482,INV-2026-001734,V0018,Royal Networks Incorporated,2026-04-30,PAYMENT,1312.68,USD,INV-2026-001734,2010-AP-TRADE,PROC,Payment against INV-2026-001734,POSTED
LED-0001586,INV-2026-001858,V0038,Insight Services Limited,2026-04-30,PAYMENT,21425.34,USD,INV-2026-001858,2020-AP-SERVICES,FIN,Payment against INV-2026-001858,POSTED
LED-0000031,INV-2026-000039,V0012,Evergreen Industries Corporation,2026-05-01,PAYMENT,22445.52,EUR,INV-2026-000039,2020-AP-SERVICES,IT,Payment against INV-2026-000039,POSTED
LED-0001212,INV-2026-001422,V0013,Delta Solutions Corporation,2026-05-01,PAYMENT,7431.57,USD,INV-2026-001422,2010-AP-TRADE,HR,Payment against INV-2026-001422,POSTED
LED-0001471,INV-2026-001722,V0058,Harbor Logistics Limited,2026-05-01,PAYMENT,2369.06,USD,INV-2026-001722,2010-AP-TRADE,MKT,Payment against INV-2026-001722,POSTED
LED-0000046,INV-2026-000057,V0038,Insight Services Limited,2026-05-02,PAYMENT,3466.02,USD,INV-2026-000057,2000-AP,PROC,Payment against INV-2026-000057,POSTED
LED-0001803,,V0074,Crescent Supplies Corporation,2026-05-02,ADJUSTMENT,3278.43,USD,JRN-001803,6200-ADMIN,FIN,Manual adjustment,POSTED
LED-0000042,INV-2026-000051,V0090,Nova Packaging Corporation,2026-05-03,PAYMENT,5239.54,USD,INV-2026-000051,2020-AP-SERVICES,PROC,Payment against INV-2026-000051,POSTED
LED-0000260,INV-2026-000307,V0006,Crescent Industries Limited,2026-05-03,PAYMENT,18723.66,USD,INV-2026-000307,2010-AP-TRADE,LOG,Payment against INV-2026-000307,POSTED
LED-0000515,INV-2026-000610,V0078,Northstar Packaging Corporation,2026-05-03,PAYMENT,18332.16,EUR,INV-2026-000610,2020-AP-SERVICES,LOG,Payment against INV-2026-000610,POSTED
LED-0000693,INV-2026-000820,V0049,Seacrest Consulting Incorporated,2026-05-03,PAYMENT,8617.54,GBP,INV-2026-000820,2000-AP,FIN,Payment against INV-2026-000820,POSTED
LED-0001242,INV-2026-001458,V0008,Global Textiles Limited,2026-05-03,PAYMENT,1649073.62,LKR,INV-2026-001458,2010-AP-TRADE,PROC,Payment against INV-2026-001458,POSTED
LED-0001289,INV-2026-001511,V0078,Northstar Packaging Corporation,2026-05-03,PAYMENT,3916.71,USD,INV-2026-001511,2010-AP-TRADE,OPS,Payment against INV-2026-001511,POSTED
LED-0001381,INV-2026-001615,V0069,Keystone Technologies Incorporated,2026-05-03,PAYMENT,6870.96,USD,INV-2026-001615,2010-AP-TRADE,OPS,Payment against INV-2026-001615,POSTED
LED-0001576,INV-2026-001848,V0039,Zenith Consulting Incorporated,2026-05-03,PAYMENT,21197.51,USD,INV-2026-001848,2000-AP,MKT,Payment against INV-2026-001848,POSTED
LED-0001580,INV-2026-001852,V0013,Delta Solutions Corporation,2026-05-03,PAYMENT,20225.16,USD,INV-2026-001852,2020-AP-SERVICES,OPS,Payment against INV-2026-001852,POSTED
LED-0001634,INV-2026-001916,V0050,Keystone Trading Corporation,2026-05-03,PAYMENT,7744.64,USD,INV-2026-001916,2000-AP,FIN,Payment against INV-2026-001916,POSTED
LED-0001740,,V0064,Redwood Textiles Limited,2026-05-03,ADJUSTMENT,1547.11,USD,JRN-001740,6100-SERVICES,OPS,Month-end accrual,POSTED
LED-0001793,,V0029,Zenith Supplies Limited,2026-05-03,REVERSAL,4869.15,EUR,JRN-001793,6200-ADMIN,MKT,Reversal entry,POSTED
LED-0000782,INV-2026-000921,V0029,Zenith Supplies Limited,2026-05-04,PAYMENT,4356.62,USD,INV-2026-000921,2010-AP-TRADE,PROC,Payment against INV-2026-000921,POSTED
LED-0000939,INV-2026-001095,V0063,Fusion Consulting Incorporated,2026-05-04,PAYMENT,2757.88,USD,INV-2026-001095,2010-AP-TRADE,LOG,Payment against INV-2026-001095,POSTED
LED-0001330,INV-2026-001558,V0063,Fusion Consulting Incorporated,2026-05-04,PAYMENT,960761.49,LKR,INV-2026-001558,2020-AP-SERVICES,OPS,Payment against INV-2026-001558,POSTED
LED-0001506,INV-2026-001762,V0031,Pioneer Supplies Incorporated,2026-05-04,PAYMENT,18958.06,EUR,INV-2026-001762,2000-AP,FIN,Payment against INV-2026-001762,POSTED
LED-0001632,INV-2026-001914,V0086,Orbit Supplies Limited,2026-05-04,PAYMENT,3272.83,USD,INV-2026-001914,2010-AP-TRADE,OPS,Payment against INV-2026-001914,POSTED
LED-0000093,INV-2026-000112,V0021,Vertex Supplies Corporation,2026-05-05,PAYMENT,8447.59,USD,INV-2026-000112,2020-AP-SERVICES,PROC,Payment against INV-2026-000112,POSTED
LED-0000261,INV-2026-000308,V0002,Zenith Consulting Limited,2026-05-05,PAYMENT,12234.76,USD,INV-2026-000308,2020-AP-SERVICES,OPS,Payment against INV-2026-000308,POSTED
LED-0000322,INV-2026-000381,V0039,Zenith Consulting Incorporated,2026-05-05,PAYMENT,1712123.55,LKR,INV-2026-000381,2020-AP-SERVICES,HR,Payment against INV-2026-000381,POSTED
LED-0000919,INV-2026-001075,V0087,Orbit Trading Limited,2026-05-05,PAYMENT,1538667.47,LKR,INV-2026-001075,2020-AP-SERVICES,HR,Payment against INV-2026-001075,POSTED
LED-0000970,INV-2026-001131,V0018,Royal Networks Incorporated,2026-05-05,PAYMENT,19233.54,USD,INV-2026-001131,2010-AP-TRADE,FIN,Payment against INV-2026-001131,POSTED
LED-0001326,INV-2026-001553,V0013,Delta Solutions Corporation,2026-05-05,PAYMENT,89143.78,LKR,INV-2026-001553,2000-AP,MKT,Payment against INV-2026-001553,POSTED
LED-0001327,INV-2026-001554,V0045,Nova Solutions Corporation,2026-05-05,PAYMENT,8986.62,USD,INV-2026-001554,2000-AP,PROC,Payment against INV-2026-001554,POSTED
LED-0001561,INV-2026-001832,V0002,Zenith Consulting Limited,2026-05-05,PAYMENT,14277.16,USD,INV-2026-001832,2010-AP-TRADE,FIN,Payment against INV-2026-001832,POSTED
LED-0000122,INV-2026-000144,V0058,Harbor Logistics Limited,2026-05-06,PAYMENT,17583.64,USD,INV-2026-000144,2020-AP-SERVICES,OPS,Payment against INV-2026-000144,POSTED
LED-0000203,INV-2026-000239,V0057,Keystone Packaging Limited,2026-05-06,PAYMENT,2754.24,USD,INV-2026-000239,2000-AP,LOG,Payment against INV-2026-000239,POSTED
LED-0000333,INV-2026-000394,V0018,Royal Networks Incorporated,2026-05-06,PAYMENT,14409.07,EUR,INV-2026-000394,2000-AP,MKT,Payment against INV-2026-000394,POSTED
LED-0000481,INV-2026-000573,V0015,Titan Consulting Limited,2026-05-06,PAYMENT,572.23,USD,INV-2026-000573,2000-AP,LOG,Payment against INV-2026-000573,POSTED
LED-0000903,INV-2026-001057,V0076,Royal Services Incorporated,2026-05-06,PAYMENT,16076.06,USD,INV-2026-001057,2010-AP-TRADE,OPS,Payment against INV-2026-001057,POSTED
LED-0000940,INV-2026-001096,V0043,Silverline Logistics Limited,2026-05-06,PAYMENT,17943.12,GBP,INV-2026-001096,2020-AP-SERVICES,PROC,Payment against INV-2026-001096,POSTED
LED-0001023,INV-2026-001189,V0064,Redwood Textiles Limited,2026-05-06,PAYMENT,2121.35,USD,INV-2026-001189,2020-AP-SERVICES,HR,Payment against INV-2026-001189,POSTED
LED-0001087,INV-2026-001265,V0036,Unity Packaging Corporation,2026-05-06,PAYMENT,21633.25,USD,INV-2026-001265,2010-AP-TRADE,HR,Payment against INV-2026-001265,POSTED
LED-0001466,INV-2026-001717,V0027,Pioneer Solutions Incorporated,2026-05-06,PAYMENT,13027.36,EUR,INV-2026-001717,2010-AP-TRADE,HR,Payment against INV-2026-001717,POSTED
LED-0001489,INV-2026-001742,V0004,Delta Solutions Incorporated,2026-05-06,PAYMENT,1806.67,EUR,INV-2026-001742,2020-AP-SERVICES,OPS,Payment against INV-2026-001742,POSTED
LED-0001524,INV-2026-001785,V0018,Royal Networks Incorporated,2026-05-06,PAYMENT,2949.23,USD,INV-2026-001785,2020-AP-SERVICES,HR,Payment against INV-2026-001785,POSTED
LED-0001776,,V0072,Westbridge Logistics Limited,2026-05-06,ACCRUAL,267767.35,LKR,JRN-001776,6990-ADJUSTMENTS,OPS,Vendor balance adjustment,POSTED
LED-0000136,INV-2026-000158,V0083,Metro Engineering Limited,2026-05-07,PAYMENT,19018.3,USD,INV-2026-000158,2000-AP,HR,Payment against INV-2026-000158,POSTED
LED-0000421,INV-2026-000499,V0026,Vertex Consulting Incorporated,2026-05-07,PAYMENT,3221.19,USD,INV-2026-000499,2020-AP-SERVICES,PROC,Payment against INV-2026-000499,POSTED
LED-0000632,INV-2026-000754,V0062,Vertex Packaging Incorporated,2026-05-07,PAYMENT,2670.82,USD,INV-2026-000754,2020-AP-SERVICES,IT,Payment against INV-2026-000754,POSTED
LED-0000742,INV-2026-000876,V0008,Global Textiles Limited,2026-05-07,PAYMENT,10209.09,GBP,INV-2026-000876,2010-AP-TRADE,IT,Payment against INV-2026-000876,POSTED
LED-0000984,INV-2026-001145,V0025,Lanka Foods Limited,2026-05-07,PAYMENT,7194.05,GBP,INV-2026-001145,2010-AP-TRADE,HR,Payment against INV-2026-001145,POSTED
LED-0000992,INV-2026-001154,V0006,Crescent Industries Limited,2026-05-07,PAYMENT,9489.32,USD,INV-2026-001154,2010-AP-TRADE,OPS,Payment against INV-2026-001154,POSTED
LED-0001635,INV-2026-001917,V0030,Orbit Pharma Corporation,2026-05-07,PAYMENT,14797.82,EUR,INV-2026-001917,2010-AP-TRADE,PROC,Payment against INV-2026-001917,POSTED
