invoice_id,scenario,expected_action,ledger_entry_ids,bank_transaction_ids
INV-2026-000611,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000516,BNK-00000583
INV-2026-000612,exact,AUTO_RECONCILE,LED-0000517,BNK-00000584
INV-2026-000613,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000518,BNK-00000585
INV-2026-000614,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000519,BNK-00000586|BNK-00000587
INV-2026-000615,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000616,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000617,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000520,BNK-00000588|BNK-00000589
INV-2026-000618,exact,AUTO_RECONCILE,LED-0000521,BNK-00000590
INV-2026-000619,exact,AUTO_RECONCILE,LED-0000522,BNK-00000591
INV-2026-000620,exact,AUTO_RECONCILE,LED-0000523,BNK-00000592
INV-2026-000621,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000524,BNK-00000593
INV-2026-000622,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000525,BNK-00000594|BNK-00000595
INV-2026-000623,exact,AUTO_RECONCILE,LED-0000526,BNK-00000596
INV-2026-000624,exact,AUTO_RECONCILE,LED-0000527,BNK-00000597
INV-2026-000625,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000528,BNK-00000598
INV-2026-000626,exact,AUTO_RECONCILE,LED-0000529,BNK-00000599
INV-2026-000627,exact,AUTO_RECONCILE,LED-0000530,BNK-00000600
INV-2026-000628,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000531,BNK-00000601
INV-2026-000629,exact,AUTO_RECONCILE,LED-0000532,BNK-00000602
INV-2026-000630,exact,AUTO_RECONCILE,LED-0000533,BNK-00000603
INV-2026-000631,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000632,exact,AUTO_RECONCILE,LED-0000534,BNK-00000604
INV-2026-000633,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000634,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000535,BNK-00000605
INV-2026-000635,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000536,BNK-00000606
INV-2026-000636,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000537,BNK-00000607
INV-2026-000637,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000538,BNK-00000608|BNK-00000609
INV-2026-000638,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000539,BNK-00000610
INV-2026-000639,exact,AUTO_RECONCILE,LED-0000540,BNK-00000611
INV-2026-000640,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000541,BNK-00000612|BNK-00000613
INV-2026-000641,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000542,BNK-00000614
INV-2026-000642,exact,AUTO_RECONCILE,LED-0000543,BNK-00000615
INV-2026-000643,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000544,BNK-00000616|BNK-00000617
INV-2026-000644,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000645,exact,AUTO_RECONCILE,LED-0000545,BNK-00000618
INV-2026-000646,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000546,BNK-00000619
INV-2026-000647,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000547,BNK-00000620
INV-2026-000648,exact,AUTO_RECONCILE,LED-0000548,BNK-00000621
INV-2026-000649,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000549,BNK-00000622
INV-2026-000650,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000651,exact,AUTO_RECONCILE,LED-0000550,BNK-00000623
INV-2026-000652,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000551,BNK-00000624
INV-2026-000653,exact,AUTO_RECONCILE,LED-0000552,BNK-00000625
INV-2026-000654,exact,AUTO_RECONCILE,LED-0000553,BNK-00000626
INV-2026-000655,exact,AUTO_RECONCILE,LED-0000554,BNK-00000627
INV-2026-000656,exact,AUTO_RECONCILE,LED-0000555,BNK-00000628
INV-2026-000657,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000556,BNK-00000629
INV-2026-000658,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000557,BNK-00000630
INV-2026-000659,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000660,exact,AUTO_RECONCILE,LED-0000558,BNK-00000631
INV-2026-000661,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000559,BNK-00000632
INV-2026-000662,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000560,BNK-00000633
INV-2026-000663,exact,AUTO_RECONCILE,LED-0000561,BNK-00000634
INV-2026-000664,exact,AUTO_RECONCILE,LED-0000562,BNK-00000635
INV-2026-000665,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000563,BNK-00000636
INV-2026-000666,exact,AUTO_RECONCILE,LED-0000564,BNK-00000637
INV-2026-000667,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000565,BNK-00000638
INV-2026-000668,exact,AUTO_RECONCILE,LED-0000566,BNK-00000639
INV-2026-000669,exact,AUTO_RECONCILE,LED-0000567,BNK-00000640
INV-2026-000670,exact,AUTO_RECONCILE,LED-0000568,BNK-00000641
INV-2026-000671,exact,AUTO_RECONCILE,LED-0000569,BNK-00000642
INV-2026-000672,exact,AUTO_RECONCILE,LED-0000570,BNK-00000643
INV-2026-000673,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000674,exact,AUTO_RECONCILE,LED-0000571,BNK-00000644
INV-2026-000675,exact,AUTO_RECONCILE,LED-0000572,BNK-00000645
INV-2026-000676,exact,AUTO_RECONCILE,LED-0000573,BNK-00000646
INV-2026-000677,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000678,exact,AUTO_RECONCILE,LED-0000574,BNK-00000647
INV-2026-000679,exact,AUTO_RECONCILE,LED-0000575,BNK-00000648
INV-2026-000680,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000681,exact,AUTO_RECONCILE,LED-0000576,BNK-00000649
INV-2026-000682,exact,AUTO_RECONCILE,LED-0000577,BNK-00000650
INV-2026-000683,exact,AUTO_RECONCILE,LED-0000578,BNK-00000651
INV-2026-000684,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000579,BNK-00000652|BNK-00000653
INV-2026-000685,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000686,exact,AUTO_RECONCILE,LED-0000580,BNK-00000654
INV-2026-000687,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000581,BNK-00000655
INV-2026-000688,exact,AUTO_RECONCILE,LED-0000582,BNK-00000656
INV-2026-000689,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000690,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000691,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000583,BNK-00000657
INV-2026-000692,exact,AUTO_RECONCILE,LED-0000584,BNK-00000658
INV-2026-000693,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000585,BNK-00000659
INV-2026-000694,exact,AUTO_RECONCILE,LED-0000586,BNK-00000660
INV-2026-000695,exact,AUTO_RECONCILE,LED-0000587,BNK-00000661
INV-2026-000696,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000588,BNK-00000662
INV-2026-000697,exact,AUTO_RECONCILE,LED-0000589,BNK-00000663
INV-2026-000698,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000699,exact,AUTO_RECONCILE,LED-0000590,BNK-00000664
INV-2026-000700,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000701,exact,AUTO_RECONCILE,LED-0000591,BNK-00000665
INV-2026-000702,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000592,BNK-00000666
INV-2026-000703,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000593,BNK-00000667|BNK-00000668
INV-2026-000704,exact,AUTO_RECONCILE,LED-0000594,BNK-00000669
INV-2026-000705,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000595,BNK-00000670
INV-2026-000706,exact,AUTO_RECONCILE,LED-0000596,BNK-00000671
INV-2026-000707,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000708,exact,AUTO_RECONCILE,LED-0000597,BNK-00000672
INV-2026-000709,exact,AUTO_RECONCILE,LED-0000598,BNK-00000673
INV-2026-000710,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000599,BNK-00000674
INV-2026-000711,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000712,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000600,BNK-00000675
INV-2026-000713,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000601,BNK-00000676
INV-2026-000714,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000602,BNK-00000677
INV-2026-000715,exact,AUTO_RECONCILE,LED-0000603,BNK-00000678
INV-2026-000716,exact,AUTO_RECONCILE,LED-0000604,BNK-00000679
INV-2026-000717,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000718,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000719,exact,AUTO_RECONCILE,LED-0000605,BNK-00000680
INV-2026-000720,exact,AUTO_RECONCILE,LED-0000606,BNK-00000681
INV-2026-000721,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000722,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000607,BNK-00000682
INV-2026-000723,exact,AUTO_RECONCILE,LED-0000608,BNK-00000683
INV-2026-000724,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000725,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000726,exact,AUTO_RECONCILE,LED-0000609,BNK-00000684
INV-2026-000727,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000610,BNK-00000685
INV-2026-000728,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000729,exact,AUTO_RECONCILE,LED-0000611,BNK-00000686
INV-2026-000730,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000612,BNK-00000687
INV-2026-000731,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000613,BNK-00000688
INV-2026-000732,exact,AUTO_RECONCILE,LED-0000614,BNK-00000689
INV-2026-000733,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000690
INV-2026-000734,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000735,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000736,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000615,BNK-00000691
INV-2026-000737,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000692
INV-2026-000738,exact,AUTO_RECONCILE,LED-0000616,BNK-00000693
INV-2026-000739,exact,AUTO_RECONCILE,LED-0000617,BNK-00000694
INV-2026-000740,exact,AUTO_RECONCILE,LED-0000618,BNK-00000695
INV-2026-000741,exact,AUTO_RECONCILE,LED-0000619,BNK-00000696
INV-2026-000742,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000620,BNK-00000697
INV-2026-000743,exact,AUTO_RECONCILE,LED-0000621,BNK-00000698
INV-2026-000744,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000622,BNK-00000699
INV-2026-000745,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000623,BNK-00000700
INV-2026-000746,exact,AUTO_RECONCILE,LED-0000624,BNK-00000701
INV-2026-000747,exact,AUTO_RECONCILE,LED-0000625,BNK-00000702
INV-2026-000748,exact,AUTO_RECONCILE,LED-0000626,BNK-00000703
INV-2026-000749,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000627,BNK-00000704
INV-2026-000750,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000628,BNK-00000705
INV-2026-000751,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000629,BNK-00000706|BNK-00000707
INV-2026-000752,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000630,BNK-00000708
INV-2026-000753,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000631,BNK-00000709
INV-2026-000754,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000632,BNK-00000710
INV-2026-000755,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000756,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000633,BNK-00000711
INV-2026-000757,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000634,BNK-00000712
INV-2026-000758,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000635,BNK-00000713
INV-2026-000759,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000636,BNK-00000714
INV-2026-000760,exact,AUTO_RECONCILE,LED-0000637,BNK-00000715
INV-2026-000761,exact,AUTO_RECONCILE,LED-0000638,BNK-00000716
INV-2026-000762,exact,AUTO_RECONCILE,LED-0000639,BNK-00000717
INV-2026-000763,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000640,BNK-00000718
INV-2026-000764,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000641,BNK-00000719
INV-2026-000765,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000642,BNK-00000720
INV-2026-000766,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000643,BNK-00000721
INV-2026-000767,exact,AUTO_RECONCILE,LED-0000644,BNK-00000722
INV-2026-000768,exact,AUTO_RECONCILE,LED-0000645,BNK-00000723
INV-2026-000769,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000646,BNK-00000724
INV-2026-000770,exact,AUTO_RECONCILE,LED-0000647,BNK-00000725
INV-2026-000771,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000726
INV-2026-000772,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000648,BNK-00000727
INV-2026-000773,exact,AUTO_RECONCILE,LED-0000649,BNK-00000728
INV-2026-000774,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000650,BNK-00000729
INV-2026-000775,exact,AUTO_RECONCILE,LED-0000651,BNK-00000730
INV-2026-000776,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000652,BNK-00000731
INV-2026-000777,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000653,BNK-00000732
INV-2026-000778,exact,AUTO_RECONCILE,LED-0000654,BNK-00000733
INV-2026-000779,exact,AUTO_RECONCILE,LED-0000655,BNK-00000734
INV-2026-000780,exact,AUTO_RECONCILE,LED-0000656,BNK-00000735
INV-2026-000781,exact,AUTO_RECONCILE,LED-0000657,BNK-00000736
INV-2026-000782,exact,AUTO_RECONCILE,LED-0000658,BNK-00000737
INV-2026-000783,exact,AUTO_RECONCILE,LED-0000659,BNK-00000738
INV-2026-000784,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000785,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000660,BNK-00000739
INV-2026-000786,exact,AUTO_RECONCILE,LED-0000661,BNK-00000740
INV-2026-000787,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000662,BNK-00000741
INV-2026-000788,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000663,BNK-00000742
INV-2026-000789,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000664,BNK-00000743|BNK-00000744
INV-2026-000790,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000665,BNK-00000745|BNK-00000746
INV-2026-000791,exact,AUTO_RECONCILE,LED-0000666,BNK-00000747
INV-2026-000792,exact,AUTO_RECONCILE,LED-0000667,BNK-00000748
INV-2026-000793,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000668,BNK-00000749
INV-2026-000794,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000795,exact,AUTO_RECONCILE,LED-0000669,BNK-00000750
INV-2026-000796,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000670,BNK-00000751|BNK-00000752
INV-2026-000797,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000798,exact,AUTO_RECONCILE,LED-0000671,BNK-00000753
INV-2026-000799,exact,AUTO_RECONCILE,LED-0000672,BNK-00000754
INV-2026-000800,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000673,BNK-00000755
INV-2026-000801,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000674,BNK-00000756
INV-2026-000802,exact,AUTO_RECONCILE,LED-0000675,BNK-00000757
INV-2026-000803,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000676,BNK-00000758
INV-2026-000804,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000677,BNK-00000759
INV-2026-000805,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000678,BNK-00000760
INV-2026-000806,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000679,BNK-00000761
INV-2026-000807,exact,AUTO_RECONCILE,LED-0000680,BNK-00000762
INV-2026-000808,exact,AUTO_RECONCILE,LED-0000681,BNK-00000763
INV-2026-000809,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000682,BNK-00000764
INV-2026-000810,exact,AUTO_RECONCILE,LED-0000683,BNK-00000765
INV-2026-000811,exact,AUTO_RECONCILE,LED-0000684,BNK-00000766
INV-2026-000812,exact,AUTO_RECONCILE,LED-0000685,BNK-00000767
INV-2026-000813,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000686,BNK-00000768
INV-2026-000814,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000687,BNK-00000769
INV-2026-000815,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000688,BNK-00000770
INV-2026-000816,exact,AUTO_RECONCILE,LED-0000689,BNK-00000771
INV-2026-000817,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000690,BNK-00000772
INV-2026-000818,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000691,BNK-00000773
INV-2026-000819,exact,AUTO_RECONCILE,LED-0000692,BNK-00000774
INV-2026-000820,exact,AUTO_RECONCILE,LED-0000693,BNK-00000775
INV-2026-000821,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000694,BNK-00000776
INV-2026-000822,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000695,BNK-00000777
INV-2026-000823,exact,AUTO_RECONCILE,LED-0000696,BNK-00000778
INV-2026-000824,exact,AUTO_RECONCILE,LED-0000697,BNK-00000779
INV-2026-000825,exact,AUTO_RECONCILE,LED-0000698,BNK-00000780
INV-2026-000826,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000827,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000699,BNK-00000781
INV-2026-000828,exact,AUTO_RECONCILE,LED-0000700,BNK-00000782
INV-2026-000829,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000701,BNK-00000783
INV-2026-000830,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000702,BNK-00000784|BNK-00000785
INV-2026-000831,exact,AUTO_RECONCILE,LED-0000703,BNK-00000786
INV-2026-000832,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000704,BNK-00000787
INV-2026-000833,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000705,BNK-00000788|BNK-00000789
INV-2026-000834,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000706,BNK-00000790
INV-2026-000835,exact,AUTO_RECONCILE,LED-0000707,BNK-00000791
INV-2026-000836,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000708,BNK-00000792
INV-2026-000837,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000709,BNK-00000793
INV-2026-000838,exact,AUTO_RECONCILE,LED-0000710,BNK-00000794
INV-2026-000839,exact,AUTO_RECONCILE,LED-0000711,BNK-00000795
INV-2026-000840,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000712,BNK-00000796
INV-2026-000841,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000842,exact,AUTO_RECONCILE,LED-0000713,BNK-00000797
INV-2026-000843,exact,AUTO_RECONCILE,LED-0000714,BNK-00000798
INV-2026-000844,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000715,BNK-00000799
INV-2026-000845,exact,AUTO_RECONCILE,LED-0000716,BNK-00000800
INV-2026-000846,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000847,exact,AUTO_RECONCILE,LED-0000717,BNK-00000801
INV-2026-000848,exact,AUTO_RECONCILE,LED-0000718,BNK-00000802
INV-2026-000849,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000850,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000719,BNK-00000803|BNK-00000804
INV-2026-000851,exact,AUTO_RECONCILE,LED-0000720,BNK-00000805
INV-2026-000852,exact,AUTO_RECONCILE,LED-0000721,BNK-00000806
INV-2026-000853,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000722,BNK-00000807
INV-2026-000854,exact,AUTO_RECONCILE,LED-0000723,BNK-00000808
INV-2026-000855,exact,AUTO_RECONCILE,LED-0000724,BNK-00000809
INV-2026-000856,exact,AUTO_RECONCILE,LED-0000725,BNK-00000810
INV-2026-000857,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000811
INV-2026-000858,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000726,BNK-00000812|BNK-00000813
INV-2026-000859,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000860,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000727,BNK-00000814
INV-2026-000861,exact,AUTO_RECONCILE,LED-0000728,BNK-00000815
INV-2026-000862,exact,AUTO_RECONCILE,LED-0000729,BNK-00000816
INV-2026-000863,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000730,BNK-00000817
INV-2026-000864,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000865,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000731,BNK-00000818
INV-2026-000866,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000732,BNK-00000819|BNK-00000820
INV-2026-000867,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000733,BNK-00000821
INV-2026-000868,exact,AUTO_RECONCILE,LED-0000734,BNK-00000822
INV-2026-000869,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000735,BNK-00000823
INV-2026-000870,exact,AUTO_RECONCILE,LED-0000736,BNK-00000824
INV-2026-000871,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000737,BNK-00000825
INV-2026-000872,exact,AUTO_RECONCILE,LED-0000738,BNK-00000826
INV-2026-000873,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000739,BNK-00000827
INV-2026-000874,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000740,BNK-00000828
INV-2026-000875,exact,AUTO_RECONCILE,LED-0000741,BNK-00000829
INV-2026-000876,exact,AUTO_RECONCILE,LED-0000742,BNK-00000830
INV-2026-000877,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000743,BNK-00000831
INV-2026-000878,exact,AUTO_RECONCILE,LED-0000744,BNK-00000832
INV-2026-000879,exact,AUTO_RECONCILE,LED-0000745,BNK-00000833
INV-2026-000880,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000881,exact,AUTO_RECONCILE,LED-0000746,BNK-00000834
INV-2026-000882,exact,AUTO_RECONCILE,LED-0000747,BNK-00000835
INV-2026-000883,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000748,BNK-00000836|BNK-00000837
INV-2026-000884,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000749,BNK-00000838
INV-2026-000885,exact,AUTO_RECONCILE,LED-0000750,BNK-00000839
INV-2026-000886,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000751,BNK-00000840
INV-2026-000887,exact,AUTO_RECONCILE,LED-0000752,BNK-00000841
INV-2026-000888,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000753,BNK-00000842|BNK-00000843
INV-2026-000889,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000754,BNK-00000844
INV-2026-000890,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000755,BNK-00000845
INV-2026-000891,exact,AUTO_RECONCILE,LED-0000756,BNK-00000846
INV-2026-000892,exact,AUTO_RECONCILE,LED-0000757,BNK-00000847
INV-2026-000893,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000758,BNK-00000848
INV-2026-000894,exact,AUTO_RECONCILE,LED-0000759,BNK-00000849
INV-2026-000895,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000760,BNK-00000850
INV-2026-000896,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000761,BNK-00000851|BNK-00000852
INV-2026-000897,exact,AUTO_RECONCILE,LED-0000762,BNK-00000853
INV-2026-000898,exact,AUTO_RECONCILE,LED-0000763,BNK-00000854
INV-2026-000899,exact,AUTO_RECONCILE,LED-0000764,BNK-00000855
INV-2026-000900,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000765,BNK-00000856
INV-2026-000901,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000902,exact,AUTO_RECONCILE,LED-0000766,BNK-00000857
INV-2026-000903,exact,AUTO_RECONCILE,LED-0000767,BNK-00000858
INV-2026-000904,exact,AUTO_RECONCILE,LED-0000768,BNK-00000859
INV-2026-000905,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000769,BNK-00000860
INV-2026-000906,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000770,BNK-00000861
INV-2026-000907,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000771,BNK-00000862
INV-2026-000908,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000772,BNK-00000863
INV-2026-000909,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000773,BNK-00000864
INV-2026-000910,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000774,BNK-00000865
INV-2026-000911,exact,AUTO_RECONCILE,LED-0000775,BNK-00000866
INV-2026-000912,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000867
INV-2026-000913,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000776,BNK-00000868
INV-2026-000914,unpaid,NO_BANK_PAYMENT_EXPECTED,,
